0.28412,-90.896,0.29788,0.29934
0.31135,-26.323,0.30512,0.31501
0.30947,-103.91,0.2991,0.30099
0.31975,-110.55,0.29914,0.29199
0.30852,61.518,0.28123,0.28665
0.30109,-257.81,0.29171,0.29344
0.3071,23.985,0.27983,0.30304
0.28914,139.09,0.28993,0.29804
0.31025,354.81,0.29512,0.27566
0.30171,86.48,0.314,0.30158
0.29307,-170.74,0.27433,0.28986
0.27702,-171.03,0.3101,0.27453
0.29772,235.84,0.30091,0.30753
0.2867,91.274,0.28874,0.30092
0.30107,345.44,0.28997,0.28202
0.2978,547.06,0.30269,0.27558
0.28638,67.685,0.29697,0.31139
0.30167,56.559,0.28476,0.29928
0.28664,113.72,0.28835,0.28898
0.2954,302.56,0.29936,0.30283
0.27724,65.517,0.29284,0.29561
0.29923,-214.3,0.31303,0.29223
0.29984,131.56,0.30521,0.30403
0.26972,44.214,0.29703,0.30708
0.29672,-39.86,0.31341,0.30572
0.30778,-49.877,0.29158,0.30557
0.30728,-165.43,0.28528,0.2941
0.31473,106.58,0.28799,0.30615
0.29467,-321.81,0.29838,0.31762
0.31696,-142.36,0.2965,0.2838
0.30905,-94.875,0.29292,0.29899
0.28711,92.653,0.29136,0.31209
0.29567,36.812,0.29852,0.30363
0.27632,126.38,0.28687,0.28978
0.30215,141.03,0.29283,0.30302
0.29402,-327.84,0.29953,0.29878
0.29263,229.78,0.28993,0.30619
0.29852,208.38,0.29998,0.2879
0.31672,-49.057,0.31557,0.307
0.28388,536.68,0.29265,0.30584
0.30528,-58.76,0.2839,0.29535
0.28969,-560.75,0.29917,0.30106
0.28777,83.398,0.30695,0.29111
0.28334,-111.98,0.3022,0.29511
0.27833,-2.2854,0.30581,0.29952
0.2957,127.55,0.31192,0.30371
0.29877,-127.59,0.30124,0.30889
0.29912,-35.683,0.29505,0.30501
0.28611,-150.44,0.27829,0.30094
0.29756,-16.35,0.2961,0.30876
0.30207,52.534,0.2801,0.31096
0.3033,328.78,0.28702,0.29222
0.29087,-50.079,0.3007,0.29957
0.29164,-75.404,0.2904,0.2999
0.29767,70.553,0.29933,0.30531
0.30572,196.67,0.2979,0.30203
0.29986,76.531,0.28387,0.29307
0.2867,-99.27,0.29066,0.28651
0.30682,61.998,0.31107,0.29072
0.30411,-109.23,0.29135,0.29958
0.2917,-19.216,0.31011,0.28831
0.29601,-59.273,0.29639,0.29346
0.29885,-270.22,0.29458,0.28393
0.28696,165.84,0.29519,0.28661
0.28523,147.93,0.30088,0.31045
0.2987,299.82,0.2857,0.28827
0.29321,87.898,0.30747,0.29101
0.29381,588.32,0.28722,0.29408
0.309,272.85,0.29585,0.2845
0.28495,-68.904,0.29165,0.30106
0.29718,-33.414,0.29092,0.28621
0.28262,-186.11,0.30547,0.2971
0.30332,100.62,0.29806,0.29302
0.30406,112.88,0.30029,0.28946
0.28972,-6.0342,0.29368,0.29025
0.27667,204.14,0.29272,0.28928
0.28259,-169.8,0.30207,0.28376
0.28473,98.841,0.30333,0.29114
0.26638,289.84,0.28706,0.29741
0.30248,-179.35,0.29245,0.2935
0.28865,226.78,0.29644,0.29425
0.30808,59.878,0.30233,0.30772
0.28565,-215.63,0.28661,0.31099
0.28878,-242.35,0.29283,0.27247
0.29769,145.44,0.2904,0.28947
0.2855,-40.778,0.29013,0.31217
0.29406,324.72,0.29335,0.30148
0.29736,-117.91,0.28897,0.30555
0.29793,-35.063,0.30707,0.30134
0.30272,72.774,0.28751,0.29486
0.28654,142.69,0.30237,0.29375
0.29737,226.57,0.29312,0.28537
0.28667,-7.0761,0.29286,0.2885
0.29106,-158.93,0.30403,0.29547
0.29186,-33.242,0.28955,0.29714
0.2704,-79.511,0.29851,0.29304
0.30016,-122.7,0.28804,0.29472
0.31088,217.07,0.30363,0.2896
0.30568,104.84,0.30602,0.287
0.27664,314.96,0.31711,0.28221
