0.43416,0.43656,0.44118,0.45033
0.40781,0.45873,0.43557,0.46328
0.42614,0.43552,0.42934,0.44106
0.45197,0.44134,0.43666,0.45453
0.41399,0.41719,0.43137,0.42715
0.42066,0.49757,0.44702,0.44074
0.45547,0.45606,0.44066,0.43664
0.44839,0.44534,0.45116,0.44438
0.45191,0.4058,0.442,0.43872
0.41428,0.46029,0.44348,0.44106
0.42624,0.42084,0.4303,0.45888
0.42674,0.42924,0.43984,0.4405
0.44737,0.45495,0.44182,0.45638
0.4542,0.43892,0.43935,0.43651
0.45651,0.44635,0.44371,0.45301
0.46179,0.42743,0.43384,0.41393
0.43348,0.4634,0.42866,0.44102
0.4391,0.4362,0.43367,0.43302
0.46739,0.43704,0.44263,0.43549
0.42556,0.43556,0.43732,0.44096
0.44492,0.44098,0.43441,0.43281
0.41752,0.44129,0.43222,0.4213
0.46142,0.46978,0.44025,0.44641
0.43407,0.45016,0.43814,0.42909
0.45374,0.42763,0.42984,0.44052
0.42134,0.41094,0.44353,0.4392
0.43754,0.43254,0.43038,0.43728
0.4425,0.4881,0.43743,0.44793
0.45708,0.42395,0.44967,0.45303
0.45016,0.42384,0.43544,0.4222
0.46147,0.42727,0.42936,0.40103
0.41482,0.42351,0.43928,0.44718
0.4216,0.45101,0.43959,0.4512
0.42269,0.40882,0.43584,0.4475
0.43903,0.43504,0.4355,0.46948
0.43033,0.43908,0.43271,0.44257
0.44307,0.45938,0.43749,0.43607
0.46347,0.45123,0.44003,0.45101
0.45031,0.45315,0.4168,0.43684
0.42936,0.46338,0.43508,0.45248
0.42635,0.43915,0.43633,0.42697
0.43457,0.43573,0.42564,0.46953
0.44727,0.41028,0.43926,0.42107
0.43923,0.43065,0.43348,0.43497
0.44412,0.44535,0.43251,0.43445
0.43914,0.49962,0.43439,0.43766
0.42858,0.42872,0.44712,0.4301
0.44355,0.44105,0.44011,0.44668
0.44762,0.44904,0.43426,0.45251
0.45942,0.4447,0.44089,0.4618
0.44824,0.45859,0.42856,0.4238
0.42344,0.42676,0.44127,0.42828
0.4422,0.39744,0.43304,0.42426
0.43383,0.43693,0.43726,0.45436
0.49239,0.42846,0.43539,0.43437
0.46107,0.42004,0.43231,0.44998
0.44602,0.44368,0.44081,0.41139
0.44051,0.45271,0.43361,0.43581
0.44215,0.43044,0.43257,0.43803
0.43251,0.43113,0.44843,0.44464
0.46355,0.41721,0.4439,0.45794
0.44931,0.41536,0.43552,0.46109
0.45395,0.43425,0.42044,0.4344
0.45956,0.42003,0.43506,0.43388
0.45188,0.41069,0.43978,0.4317
0.44825,0.44522,0.42983,0.43896
0.42677,0.45818,0.43066,0.44017
0.42953,0.43499,0.43999,0.42895
0.42539,0.44041,0.43523,0.44973
0.43503,0.43867,0.43065,0.42008
0.44105,0.45374,0.44211,0.42153
0.43415,0.45809,0.44793,0.42531
0.41113,0.42857,0.43709,0.43535
0.45169,0.43229,0.43904,0.44265
0.41697,0.4367,0.43283,0.43718
0.45319,0.43943,0.45046,0.42817
0.46861,0.46277,0.43207,0.43542
0.42305,0.41759,0.44361,0.45269
0.4469,0.44189,0.4434,0.4373
0.43918,0.418,0.42315,0.4271
0.43724,0.42618,0.44446,0.4381
0.48434,0.44147,0.43642,0.44578
0.45299,0.43928,0.42742,0.451
0.43848,0.45424,0.44135,0.44774
0.47143,0.44857,0.44088,0.43978
0.42016,0.41354,0.43511,0.44089
0.44855,0.44869,0.42474,0.43548
0.43113,0.47219,0.4387,0.41121
0.42785,0.48226,0.44343,0.42269
0.4428,0.47441,0.4479,0.41711
0.45477,0.42477,0.42988,0.44423
0.46363,0.45175,0.44048,0.44437
0.401,0.42411,0.43385,0.44221
0.45134,0.44567,0.43554,0.42188
0.44965,0.44948,0.44313,0.45235
0.42007,0.44857,0.4294,0.44717
0.43381,0.43146,0.43704,0.44188
0.41491,0.40433,0.43433,0.45924
0.45009,0.47017,0.44633,0.47014
0.44676,0.44449,0.43394,0.44337
